TID	이름	설명
13003	Rare Tuxedo: Superior <Knight - 30 days>	A rare Superior Tuxedo for Knights\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistance +10%\nBlock +5%\nSkill Block +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Rare Tuxedo: Superior <Knight>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistance +10%\nBlock +5%\nSkill Block +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
13004	Rare Tuxedo: Balanced <Archer - 14 days>	A rare Balanced Tuxedo for Archers\nHas outstanding attributes to help you grow.\n\nHP +30\nMana +30\nDamage +10\nDefense +10\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Rare Tuxedo: Balanced <Archer>\nImproves your ability to advance.\n\nHP +30\nMana +30\nDamage +10\nDefense +10\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
13005	Rare Tuxedo: Superior <Archer - 14 days>	A rare Superior Tuxedo for Archers\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistance +10%\nBlock +5%\nSkill Block +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Rare Tuxedo: Superior <Archer>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistance +10%\nBlock +5%\nSkill Block +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
13006	Rare Tuxedo: Superior <Archer - 30 days>	A rare Superior Tuxedo for Archers\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistance +10%\nBlock +5%\nSkill Block +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Rare Tuxedo: Superior <Archer>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistance +10%\nBlock +5%\nSkill Block +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
13007	Rare Wedding Dress: Balanced <Mage - 14 days>	A rare Balanced Wedding Dress for Mages\nHas outstanding attributes to help you grow.\n\nHP +30\nMana +30\nDamage +10\nDefense +10\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Rare Wedding Dress: Balanced <Mage>\nImproves your ability to advance.\n\nHP +30\nMana +30\nDamage +10\nDefense +10\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
13008	Rare Wedding Dress: Superior <Mage - 14 days>	A rare Superior Wedding Dress for Mages\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistance +10%\nBlock +5%\nSkill Block +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Rare Wedding Dress: Superior <Mage>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistance +10%\nBlock +5%\nSkill Block +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
13009	Rare Wedding Dress: Superior <Mage - 30 days>	A rare Superior Wedding Dress for Mages\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistance +10%\nBlock +5%\nSkill Block +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Rare Wedding Dress: Superior <Mage>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistance +10%\nBlock +5%\nSkill Block +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
13010	Rare Tuxedo: Balanced <Berserker - 14 days>	A rare Balanced Tuxedo for Berserkers\nHas outstanding attributes to help you grow.\n\nHP +30\nMana +30\nDamage +10\nDefense +10\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Rare Tuxedo: Balanced <Berserker>\nImproves your ability to advance.\n\nHP +30\nMana +30\nDamage +10\nDefense +10\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
13011	Rare Tuxedo: Superior <Berserker - 14 days>	A rare Superior Tuxedo for Berserkers\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistance +10%\nBlock +5%\nSkill Block +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Rare Tuxedo: Superior <Berserker>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistance +10%\nBlock +5%\nSkill Block +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
13012	Rare Tuxedo: Superior <Berserker - 30 days>	A rare Superior Tuxedo for Berserkers\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistance +10%\nBlock +5%\nSkill Block +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Rare Tuxedo: Superior <Berserker>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistance +10%\nBlock +5%\nSkill Block +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
13013	Rare Wedding Dress: Balanced <Hunter - 14 days>	A rare Balanced Wedding Dress for Hunters\nHas outstanding attributes to help you grow.\n\nHP +30\nMana +30\nDamage +10\nDefense +10\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Rare Wedding Dress: Balanced <Hunter>\nImproves your ability to advance.\n\nHP +30\nMana +30\nDamage +10\nDefense +10\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
13014	Rare Wedding Dress: Superior <Hunter - 14 days>	A rare Superior Wedding Dress for Hunters\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistance +10%\nBlock +5%\nSkill Block +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Rare Wedding Dress: Superior <Hunter>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistance +10%\nBlock +5%\nSkill Block +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
13015	Rare Wedding Dress: Superior <Hunter - 30 days>	A rare Superior Wedding Dress for Hunters\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistance +10%\nBlock +5%\nSkill Block +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Rare Wedding Dress: Superior <Hunter>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistance +10%\nBlock +5%\nSkill Block +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
13016	Rare Tuxedo: Balanced <Sorcerer - 14 days>	A rare Balanced Tuxedo for Sorcerers\nHas outstanding attributes to help you grow.\n\nHP +30\nMana +30\nDamage +10\nDefense +10\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Rare Tuxedo: Balanced <Sorcerer>\nImproves your ability to advance.\n\nHP +30\nMana +30\nDamage +10\nDefense +10\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
13017	Rare Tuxedo: Superior <Sorcerer - 14 days>	A rare Superior Tuxedo for Sorcerers\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistance +10%\nBlock +5%\nSkill Block +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Rare Tuxedo: Superior <Sorcerer>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistance +10%\nBlock +5%\nSkill Block +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
13018	Rare Tuxedo: Superior <Sorcerer - 30 days>	A rare Superior Tuxedo for Sorcerers\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistance +10%\nBlock +5%\nSkill Block +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Rare Tuxedo: Superior <Sorcerer>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistance +10%\nBlock +5%\nSkill Block +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
13019	Rare Wedding Dress: Balanced <Swashbuckler - 14 days>	A rare Balanced Wedding Dress for Swashbucklers\nHas outstanding attributes to help you grow.\n\nHP +30\nMana +30\nDamage +10\nDefense +10\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Rare Wedding Dress: Balanced <Swashbuckler>\nImproves your ability to advance.\n\nHP +30\nMana +30\nDamage +10\nDefense +10\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
13020	Rare Wedding Dress: Superior <Swashbuckler - 14 days>	A rare Superior Wedding Dress for Swashbucklers\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistance +10%\nBlock +5%\nSkill Block +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Rare Wedding Dress: Superior <Swashbuckler>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistance +10%\nBlock +5%\nSkill Block +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
13021	Rare Wedding Dress: Superior <Swashbuckler - 30 days>	A rare Superior Wedding Dress for Swashbucklers\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistance +10%\nBlock +5%\nSkill Block +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Rare Wedding Dress: Superior <Swashbuckler>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistance +10%\nBlock +5%\nSkill Block +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
13022	Rare Wedding Dress: Balanced <Ranger - 14 days>	A rare Balanced Wedding Dress for Rangers\nHas outstanding attributes to help you grow.\n\nHP +30\nMana +30\nDamage +10\nDefense +10\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Rare Wedding Dress: Balanced <Ranger>\nImproves your ability to advance.\n\nHP +30\nMana +30\nDamage +10\nDefense +10\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
13023	Rare Wedding Dress: Superior <Ranger - 14 days>	A rare Superior Wedding Dress for Rangers\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistance +10%\nBlock +5%\nSkill Block +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Rare Wedding Dress: Superior <Ranger>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistance +10%\nBlock +5%\nSkill Block +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
13024	Rare Wedding Dress: Superior <Ranger - 30 days>	A rare Superior Wedding Dress for Rangers\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistance +10%\nBlock +5%\nSkill Block +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Rare Wedding Dress: Superior <Ranger>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistance +10%\nBlock +5%\nSkill Block +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
13025	Rare Wedding Dress: Balanced <Elementalist - 14 days>	A rare Balanced Wedding Dress for Elementalists\nHas outstanding attributes to help you grow.\n\nHP +30\nMana +30\nDamage +10\nDefense +10\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Rare Wedding Dress: Balanced <Elementalist>\nImproves your ability to advance.\n\nHP +30\nMana +30\nDamage +10\nDefense +10\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
13026	Rare Wedding Dress: Superior <Elementalist - 14 days>	A rare Superior Wedding Dress for Elementalists\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistance +10%\nBlock +5%\nSkill Block +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Rare Wedding Dress: Superior <Elementalist>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistance +10%\nBlock +5%\nSkill Block +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
13027	Rare Wedding Dress: Superior <Elementalist - 30 days>	A rare Superior Wedding Dress for Elementalists\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistance +10%\nBlock +5%\nSkill Block +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Rare Wedding Dress: Superior <Elementalist>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistance +10%\nBlock +5%\nSkill Block +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
13028	Rare Tuxedo: Balanced <DragonScion - 14 days>	A rare Balanced Tuxedo for DragonScions\nHas outstanding attributes to help you grow.\n\nHP +30\nMana +30\nDamage +10\nDefense +10\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Rare Tuxedo: Balanced <DragonScion>\nImproves your ability to advance.\n\nHP +30\nMana +30\nDamage +10\nDefense +10\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
13029	Rare Tuxedo: Superior <DragonScion - 14 days>	A rare Superior Tuxedo for DragonScions\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistance +10%\nBlock +5%\nSkill Block +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Rare Tuxedo: Superior <DragonScion>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistance +10%\nBlock +5%\nSkill Block +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
